"card_id","date","sport","match","competition","governing_body","rulebook_or_playing_conditions","settlement_convention","market_group","rank","option","stated_probability_bucket","stated_probability","frequency_count_base","projection_band","line_or_threshold","result","win_loss_push","top_pick_loss","bottom_pick_win","top_half_sweep_exemption","penalty_applied","ruleset_error","availability_or_eligibility_error","settlement_convention_error","source_status_error","projection_error","rank_slot_calibration_error","settlement_source","phase_source","notes","form_delta_verdict","form_anchor_window","press_signal_class","press_signal_quote_logged","press_signal_direction_hypothesis","press_signal_outcome","officials_named","officials_source_timestamp","officials_impact_note","source_confidence_score","source_disagreement_note","similar_condition_form","role_replacement_bench_verdict","style_fit_note","volatility_stability_note","prediction_triggers"
"CRIC-20260617-BAN-AUS-PARLAY","2026-06-17","Cricket","Bangladesh vs Australia","Australia tour of Bangladesh 1st T20I","ICC","ICC T20I playing conditions","20-over T20I; DLS/reduced-overs sensitive","Self-selected best four-leg parlay","1","Australia to take Over 4.5 Bangladesh wickets / Bangladesh lose 5+ wickets","70-79","0.72","T20 full innings, Litton out, Australia Bartlett/Ellis/Johnson/Zampa/all-rounders","Bangladesh 5-7 wickets lost most likely","Over 4.5 wickets","Bangladesh all out","W","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Cricbuzz scorecard 2026-06-17","Cricbuzz scorecard","Most robust leg won easily; Bangladesh lost 10 wickets.","","","","","","","","","","","","","","","",""
"CRIC-20260617-BAN-AUS-PARLAY","2026-06-17","Cricket","Bangladesh vs Australia","Australia tour of Bangladesh 1st T20I","ICC","ICC T20I playing conditions","20-over T20I; DLS/reduced-overs sensitive","Self-selected best four-leg parlay","2","Bangladesh 1st innings Under 174.5 runs","60-69","0.67","Chattogram recent batting-first avg around 159; venue averages 148-156; Litton out","154-166 most likely; 175+ upper tail","Under 174.5","Bangladesh 131 all out","W","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Cricbuzz scorecard 2026-06-17","Cricbuzz scorecard","Safer innings-under leg won by 43.5 runs.","","","","","","","","","","","","","","","",""
"CRIC-20260617-BAN-AUS-PARLAY","2026-06-17","Cricket","Bangladesh vs Australia","Australia tour of Bangladesh 1st T20I","ICC","ICC T20I playing conditions","20-over T20I; DLS/reduced-overs sensitive","Self-selected best four-leg parlay","3","Bangladesh first 6 overs Under 56.5 runs","60-69","0.63","Litton absent; PP band 43-52 with 53-56 live","43-52 most likely; 57+ boundary burst","Under 56.5","Bangladesh PP 52","W","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Cricbuzz scorecard 2026-06-17","Cricbuzz powerplay table","Safer PP threshold won; better expression than sharp Under 50.5.","","","","","","","","","","","","","","","",""
"CRIC-20260617-BAN-AUS-PARLAY","2026-06-17","Cricket","Bangladesh vs Australia","Australia tour of Bangladesh 1st T20I","ICC","ICC T20I playing conditions","20-over T20I; DLS/reduced-overs sensitive","Self-selected best four-leg parlay","4","Australia to win match","50-59","0.58","Marsh/Inglis/Tim David chase depth vs Bangladesh home control and ODI confidence","Australia slight if target <=166","Australia win","Australia 133/6 in 18.2","W","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Cricbuzz scorecard 2026-06-17","Cricbuzz scorecard","Weakest parlay leg still won; Australia chased 132 by 4 wickets.","","","","","","","","","","","","","","","",""
"KBO-20260617-LG-KIA","2026-06-17","KBO Baseball","LG Twins @ KIA Tigers","KBO League regular season","KBO","KBO regular-season full game","Full-game run line/total; KBO extra/tie convention; rain/shortened-game sensitive","LG +1.5, KIA +0.5, full total 10.5","1","Twins +1.5","60-69","0.64","LG #1, 7-2 H2H, cushion covers LG win or 1-run KIA win","KIA 5-4 / 6-5 / LG 5-4","LG +1.5","KIA 5 LG 4","W","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MyKBO final 2026-06-17","MyKBO line score","Top pick won exactly via one-run KIA win.","","","","","","","","","","","","","","","",""
"KBO-20260617-LG-KIA","2026-06-17","KBO Baseball","LG Twins @ KIA Tigers","KBO League regular season","KBO","KBO regular-season full game","Full-game run line/total; KBO extra/tie convention; rain/shortened-game sensitive","LG +1.5, KIA +0.5, full total 10.5","2","Combined Final Total Under 10.5 runs","50-59","0.57","Oller 2.66 season, 1.50 vs LG; wind in from RF; 8-10 middle band ordinary","8-10 most likely, 11-12 live","Under 10.5","Total 9","W","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MyKBO final 2026-06-17","MyKBO line score","Broad high under won; 5-4 middle band hit.","","","","","","","","","","","","","","","",""
"KBO-20260617-LG-KIA","2026-06-17","KBO Baseball","LG Twins @ KIA Tigers","KBO League regular season","KBO","KBO regular-season full game","Full-game run line/total; KBO extra/tie convention; rain/shortened-game sensitive","LG +1.5, KIA +0.5, full total 10.5","3","Tigers +0.5","50-59","0.52","Oller starter edge and home field vs LG form/H2H","KIA narrow win/draw path","KIA +0.5","KIA won 5-4","W","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MyKBO final 2026-06-17","MyKBO line score","KIA winner lean won; lower rank was correct because LG cushion was safer.","","","","","","","","","","","","","","","",""
"KBO-20260617-LG-KIA","2026-06-17","KBO Baseball","LG Twins @ KIA Tigers","KBO League regular season","KBO","KBO regular-season full game","Full-game run line/total; KBO extra/tie convention; rain/shortened-game sensitive","LG +1.5, KIA +0.5, full total 10.5","4","Combined Final Total Over 10.5 runs","40-49","0.43","needs LG bullpen-day leakage and/or KIA power plus LG response","11-12 live but less likely than 8-10","Over 10.5","Total 9","L","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MyKBO final 2026-06-17","MyKBO line score","Bottom pick lost as intended; KBO middle-band discipline worked.","","","","","","","","","","","","","","","",""
"CRIC-20260617-INDW-NEDW","2026-06-17","Cricket","India Women vs Netherlands Women","ICC Women's T20 World Cup Group A","ICC","ICC WT20I playing conditions 2026","20-over WT20I; DLS/reduced-overs sensitive","Self-selected best four-leg parlay","1","India Women to win","80-89","0.86","India stronger full-strength core; beat Pakistan by 64; Netherlands debutant side lost to Bangladesh","India win most likely","India win","India 209/5 beat Netherlands 114 by 95 runs","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Cricbuzz scorecard/commentary 2026-06-18; ESPNcricinfo/AP cross-check","Cricbuzz scorecard and powerplay table","India winner leg won comfortably; class gap held.","","","","","","","","","","","","","","","",""
"CRIC-20260617-INDW-NEDW","2026-06-17","Cricket","India Women vs Netherlands Women","ICC Women's T20 World Cup Group A","ICC","ICC WT20I playing conditions 2026","20-over WT20I; DLS/reduced-overs sensitive","Self-selected best four-leg parlay","2","India Women to take Over 4.5 wickets / Netherlands lose 5+ wickets","80-89","0.80","Netherlands 139/8 vs Bangladesh; India Deepti five wickets and Charani three vs Pakistan","Netherlands 5-8 wickets lost","Over 4.5 wickets","Netherlands 114 all out in 17.3; 10 wickets lost","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Cricbuzz scorecard/commentary 2026-06-18; ESPNcricinfo/AP cross-check","Cricbuzz scorecard and powerplay table","Wicket leg won; Netherlands again lost too many wickets in chase.","","","","","","","","","","","","","","","",""
"CRIC-20260617-INDW-NEDW","2026-06-17","Cricket","India Women vs Netherlands Women","ICC Women's T20 World Cup Group A","ICC","ICC WT20I playing conditions 2026","20-over WT20I; DLS/reduced-overs sensitive","Self-selected best four-leg parlay","3","Netherlands Women team total Under 149.5 runs","70-79","0.76","Netherlands made 139/8 vs Bangladesh; India spin strength; Headingley seam/long square boundaries","Netherlands 92-126 most likely; 127-145 live","Under 149.5","Netherlands 114","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Cricbuzz scorecard/commentary 2026-06-18; ESPNcricinfo/AP cross-check","Cricbuzz scorecard and powerplay table","Netherlands team total stayed well under 149.5.","","","","","","","","","","","","","","","",""
"CRIC-20260617-INDW-NEDW","2026-06-17","Cricket","India Women vs Netherlands Women","ICC Women's T20 World Cup Group A","ICC","ICC WT20I playing conditions 2026","20-over WT20I; DLS/reduced-overs sensitive","Self-selected best four-leg parlay","4","India Women 1st innings Under 184.5 runs","60-69","0.69","Headingley slower scoring in women's Hundred; long square boundaries; seam movement; India 170 vs Pakistan","India 152-174 most likely; 175-184 live","Under 184.5","India 209/5","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","Cricbuzz scorecard/commentary 2026-06-18; ESPNcricinfo/AP cross-check","Cricbuzz scorecard and powerplay table","Weakest positive parlay leg lost as expected; no bottom-pick penalty. Elite openers/flat-wicket postmatch read overrode seam/long-boundary under caution.","","","","","","","","","","","","","","","",""
"CRIC-20260617-INDW-NEDW-PP55","2026-06-17","Cricket","India Women vs Netherlands Women","ICC Women's T20 World Cup Group A","ICC","ICC WT20I playing conditions 2026","First-six-over phase; DLS/reduced-overs sensitive","India first 6 overs 55.0 follow-up","1","India first 6 overs Under 55.0 lean","50-59","0.55","seam/green-tinge pitch report and Netherlands chose to bowl","43-53","Under 55.0","India PP 59","L","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","Cricbuzz scorecard 2026-06-18","Cricbuzz powerplay table","Follow-up lean lost. Added WT20I elite-opener powerplay caution: do not lean sharp PP under near 55 without live swing/early wickets against India-level top order.","","","","","","","","","","","","","","","",""
"MLB-20260618-NYM-CIN","2026-06-18","Baseball","New York Mets @ Cincinnati Reds","MLB regular season","MLB","MLB regular-season rules","Full-game side/total; extras automatic runner included; total 9 pushes at 9","Mets +0.5, Reds +1.5, full total 9.0","1","Reds +1.5","60-69","0.64","Reds home/sweep momentum plus cushion covers Reds win or one-run Mets win","Mets 5-4 / Reds 5-4 / Mets 6-4","Reds +1.5","Mets 9 Reds 1; Reds lost by 8","L","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","MLB Stats API schedule gamePk 824503; CBS/AP recap 2026-06-18","MLB Stats API/CBS boxscore final total 10","Top pick lost. Sweep/home cushion was overranked against McLean starter edge and Lodolo traffic/HR risk.","","","","","","","","","","","","","","","",""
"MLB-20260618-NYM-CIN","2026-06-18","Baseball","New York Mets @ Cincinnati Reds","MLB regular season","MLB","MLB regular-season rules","Full-game side/total; extras automatic runner included; total 9 pushes at 9","Mets +0.5, Reds +1.5, full total 9.0","2","Mets +0.5","50-59","0.53","McLean better WHIP/K profile than Lodolo; ESPN predictor slight Mets; Mets avoid sweep","Mets narrow win slightly most likely","Mets +0.5","Mets 9 Reds 1","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MLB Stats API schedule gamePk 824503; CBS/AP recap 2026-06-18","MLB Stats API/CBS boxscore final total 10","Mets win leg won; projected winner branch was right.","","","","","","","","","","","","","","","",""
"MLB-20260618-NYM-CIN","2026-06-18","Baseball","New York Mets @ Cincinnati Reds","MLB regular season","MLB","MLB regular-season rules","Full-game side/total; extras automatic runner included; total 9 pushes at 9","Mets +0.5, Reds +1.5, full total 9.0","3","Combined Final Total Over 9.0 runs","40-49","0.48","Great American hitter park, warm/dry weather, Lodolo 5.21/1.45 and Reds 43 runs L10","9-10 cluster; 10+ live","Over 9.0","Total 10","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","MLB Stats API schedule gamePk 824503; CBS/AP recap 2026-06-18","MLB Stats API/CBS boxscore final total 10","Over 9.0 won; exact-9 push caution was too conservative after Lodolo/Mets offense broke open.","","","","","","","","","","","","","","","",""
"MLB-20260618-NYM-CIN","2026-06-18","Baseball","New York Mets @ Cincinnati Reds","MLB regular season","MLB","MLB regular-season rules","Full-game side/total; extras automatic runner included; total 9 pushes at 9","Mets +0.5, Reds +1.5, full total 9.0","4","Combined Final Total Under 9.0 runs","40-49","0.40","needs 8 or fewer despite GABP/warm weather/Lodolo traffic and Reds momentum","8-9 live but less likely than 9-10","Under 9.0","Total 10","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MLB Stats API schedule gamePk 824503; CBS/AP recap 2026-06-18","MLB Stats API/CBS boxscore final total 10","Bottom under lost as expected; no bottom-pick penalty.","","","","","","","","","","","","","","","",""
"MLB-20260618-NYM-CIN-PARLAY","2026-06-18","Baseball","New York Mets @ Cincinnati Reds","MLB regular season","MLB","MLB regular-season rules","Self-selected four-leg parlay; full game incl. extras","Reds +2.5, total over 6.5, total under 12.5, Mets TT over 2.5","1","Reds +2.5 runs","70-79","0.76","survives any Reds win and most close Mets wins; series form/home context keeps Reds live","4-3 to 6-5 middle band","Reds +2.5","Mets 9 Reds 1; Reds lost by 8","L","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","MLB Stats API schedule gamePk 824503; CBS/AP recap 2026-06-18","MLB Stats API/CBS boxscore final total 10; Mets runs 9","Top parlay leg lost. Reds cushion failed because the Mets starter/offense blowout path was real.","","","","","","","","","","","","","","","",""
"MLB-20260618-NYM-CIN-PARLAY","2026-06-18","Baseball","New York Mets @ Cincinnati Reds","MLB regular season","MLB","MLB regular-season rules","Self-selected four-leg parlay; full game incl. extras","Reds +2.5, total over 6.5, total under 12.5, Mets TT over 2.5","2","Combined Final Total Over 6.5 runs","70-79","0.70","Great American Ball Park warm/dry setup plus Lodolo 5.21 ERA/1.45 WHIP and Reds scoring form","7-10 most likely","Over 6.5","Total 10","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MLB Stats API schedule gamePk 824503; CBS/AP recap 2026-06-18","MLB Stats API/CBS boxscore final total 10; Mets runs 9","Over 6.5 won; middle-band total thesis held.","","","","","","","","","","","","","","","",""
"MLB-20260618-NYM-CIN-PARLAY","2026-06-18","Baseball","New York Mets @ Cincinnati Reds","MLB regular season","MLB","MLB regular-season rules","Self-selected four-leg parlay; full game incl. extras","Reds +2.5, total over 6.5, total under 12.5, Mets TT over 2.5","3","Combined Final Total Under 12.5 runs","60-69","0.66","McLean cleaner WHIP/K profile, Mets bullpen strength and Mets LHP weakness reduce 13+ blowout likelihood","8-11 most likely; 12 live","Under 12.5","Total 10","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MLB Stats API schedule gamePk 824503; CBS/AP recap 2026-06-18","MLB Stats API/CBS boxscore final total 10; Mets runs 9","Under 12.5 won; 7-12 corridor held.","","","","","","","","","","","","","","","",""
"MLB-20260618-NYM-CIN-PARLAY","2026-06-18","Baseball","New York Mets @ Cincinnati Reds","MLB regular season","MLB","MLB regular-season rules","Self-selected four-leg parlay; full game incl. extras","Reds +2.5, total over 6.5, total under 12.5, Mets TT over 2.5","4","Mets team total Over 2.5 runs","60-69","0.63","Lodolo traffic/HR risk and GABP support 3+ Mets runs, but Mets .226/.660 vs LHP caps confidence","Mets 3-6 runs most likely","Mets TT Over 2.5","Mets scored 9","W","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","MLB Stats API schedule gamePk 824503; CBS/AP recap 2026-06-18","MLB Stats API/CBS boxscore final total 10; Mets runs 9","Bottom/weakest positive leg won easily; bottom-pick penalty applies because top half did not sweep.","","","","","","","","","","","","","","","",""
"SOC-20260618-POR-DRC","2026-06-18","Soccer","Portugal vs DR Congo","FIFA World Cup 2026 Group K","FIFA","FIFA World Cup group-stage regulation rules","90 minutes plus stoppage; no ET/penalties","Portugal O0.5 team goals, DRC U1.5 team goals, Portugal/draw, full under 4.5","1","Portugal team total Over 0.5 goals","80-89","0.82","Portugal elite creative XI and 20 goals in six UEFA qualifiers; scored in 10 of last 11 World Cup matches","Portugal 1-3 goals most likely","Portugal O0.5 goals","Portugal scored 1","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Guardian live report 2026-06-18; ESPN final score cross-check","Guardian live report goal timing; halftime 1-1, final 1-1","Top leg won; early Neves goal validated Portugal scoring anchor.","","","","","","","","","","","","","","","",""
"SOC-20260618-POR-DRC","2026-06-18","Soccer","Portugal vs DR Congo","FIFA World Cup 2026 Group K","FIFA","FIFA World Cup group-stage regulation rules","90 minutes plus stoppage; no ET/penalties","Portugal O0.5 team goals, DRC U1.5 team goals, Portugal/draw, full under 4.5","2","DR Congo team total Under 1.5 goals","70-79","0.78","DRC 5-3-2, cagey qualifying profile and Portugal possession control despite Dias absence","DRC 0-1 goals most likely","DRC U1.5 goals","DR Congo scored 1","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Guardian live report 2026-06-18; ESPN final score cross-check","Guardian live report goal timing; halftime 1-1, final 1-1","Wissa goal hit the transition/set-piece warning but still stayed under 1.5.","","","","","","","","","","","","","","","",""
"SOC-20260618-POR-DRC","2026-06-18","Soccer","Portugal vs DR Congo","FIFA World Cup 2026 Group K","FIFA","FIFA World Cup group-stage regulation rules","90 minutes plus stoppage; no ET/penalties","Portugal O0.5 team goals, DRC U1.5 team goals, Portugal/draw, full under 4.5","3","Portugal or Draw / Portugal double chance","70-79","0.76","Opta simulation Portugal win 54.5 plus 22.3 draw; quality edge but expanded-format draw risk caps win-only","Portugal non-loss most likely","Portugal or draw","Draw 1-1","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Guardian live report 2026-06-18; ESPN final score cross-check","Guardian live report goal timing; halftime 1-1, final 1-1","Double chance protected the exact draw-risk branch; winner lean Portugal lost.","","","","","","","","","","","","","","","",""
"SOC-20260618-POR-DRC","2026-06-18","Soccer","Portugal vs DR Congo","FIFA World Cup 2026 Group K","FIFA","FIFA World Cup group-stage regulation rules","90 minutes plus stoppage; no ET/penalties","Portugal O0.5 team goals, DRC U1.5 team goals, Portugal/draw, full under 4.5","4","Combined Final Total Under 4.5 goals","70-79","0.70","DRC low block and one-goal qualifier profile support controlled ceiling, but early Portugal goal/bench can create 5+ tail","1-4 total goals most likely","Under 4.5","Total goals 2","W","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Guardian live report 2026-06-18; ESPN final score cross-check","Guardian live report goal timing; halftime 1-1, final 1-1","Weakest positive leg won; top-half sweep exemption applies, so no bottom penalty.","","","","","","","","","","","","","","","",""
"MLB-20260618-TB-LAD","2026-06-18","Baseball","Tampa Bay Rays @ Los Angeles Dodgers","MLB regular season","MLB","MLB regular-season rules","Self-selected best four picks; full game incl. extras where relevant","Dodgers +1.5, full under 9.5, Rays TT under 4.5, Ohtani 4+ K","1","Dodgers +1.5 runs","70-79","0.74","Ohtani elite run prevention, home-field, Dodgers series control and cushion covers narrow Rays upset","Dodgers 3-2/4-2; Rays 3-2 live","Dodgers +1.5","Dodgers 5 Rays 4","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MLB Stats API schedule/game feed gamePk 823940; CBS/AP recap 2026-06-18","MLB Stats API boxscore final total 9; Rays 4; Ohtani pitching line 6.0 IP, 5 SO","Dodgers runline cushion won; one-run home win matched branch.","","","","","","","","","","","","","","","",""
"MLB-20260618-TB-LAD","2026-06-18","Baseball","Tampa Bay Rays @ Los Angeles Dodgers","MLB regular season","MLB","MLB regular-season rules","Self-selected best four picks; full game incl. extras where relevant","Dodgers +1.5, full under 9.5, Rays TT under 4.5, Ohtani 4+ K","2","Combined Final Total Under 9.5 runs","60-69","0.68","Ohtani 1.06 ERA, McClanahan 3.23 ERA, Dodgers lineup missing Ohtani bat/Muncy and series opened 4-3/1-0","5-8 most likely; 9 live","Under 9.5","Total 9","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MLB Stats API schedule/game feed gamePk 823940; CBS/AP recap 2026-06-18","MLB Stats API boxscore final total 9; Rays 4; Ohtani pitching line 6.0 IP, 5 SO","Under 9.5 won; total landed inside 5-9 band despite Rays four-run inning.","","","","","","","","","","","","","","","",""
"MLB-20260618-TB-LAD","2026-06-18","Baseball","Tampa Bay Rays @ Los Angeles Dodgers","MLB regular season","MLB","MLB regular-season rules","Self-selected best four picks; full game incl. extras where relevant","Dodgers +1.5, full under 9.5, Rays TT under 4.5, Ohtani 4+ K","3","Rays team total Under 4.5 runs","60-69","0.66","Rays scored three total runs first two series games and face Ohtani; Dodgers bullpen depth still solid","Rays 1-4 runs most likely","Rays TT Under 4.5","Rays scored 4","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MLB Stats API schedule/game feed gamePk 823940; CBS/AP recap 2026-06-18","MLB Stats API boxscore final total 9; Rays 4; Ohtani pitching line 6.0 IP, 5 SO","Rays TT Under 4.5 won by half run; Ohtani/bullpen allowed exactly four.","","","","","","","","","","","","","","","",""
"MLB-20260618-TB-LAD","2026-06-18","Baseball","Tampa Bay Rays @ Los Angeles Dodgers","MLB regular season","MLB","MLB regular-season rules","Self-selected best four picks; full game incl. extras where relevant","Dodgers +1.5, full under 9.5, Rays TT under 4.5, Ohtani 4+ K","4","Shohei Ohtani 4+ strikeouts","60-69","0.62","73 K in 67.2 IP and Rays recent RHP split modest, but knee/workload management may limit innings","4-6 K if 5+ IP; 2-3 K if capped","Ohtani 4+ K","Ohtani 5 strikeouts","W","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MLB Stats API schedule/game feed gamePk 823940; CBS/AP recap 2026-06-18","MLB Stats API boxscore final total 9; Rays 4; Ohtani pitching line 6.0 IP, 5 SO","Weakest positive leg won; top-half sweep exemption applies. Injury/workload concern did not create a formal cap; Ohtani reached 6 IP/91 pitches.","","","","","","","","","","","","","","","",""
"CRIC-20260617-ENGW-IREW","2026-06-17","Cricket","England Women vs Ireland Women","ICC Women's T20 World Cup Group B","ICC","ICC WT20I playing conditions 2026","20-over WT20I; DLS/reduced-overs sensitive","Self-selected four-leg parlay","1","England Women to win","80-89","0.83","England group-favourite class plus Ireland poor World Cup record","England win","England win","England 119/6 beat Ireland 118/9","W","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Cricbuzz scorecard/commentary 2026-06-18; Guardian/Sky cross-check","Cricbuzz/Instagram snippet powerplay 38/3; Cricbuzz final 118/9 and 119/6","Top leg won; England chased 119 despite wobble.","","","","","","","","","","","","","","","",""
"CRIC-20260617-ENGW-IREW","2026-06-17","Cricket","England Women vs Ireland Women","ICC Women's T20 World Cup Group B","ICC","ICC WT20I playing conditions 2026","20-over WT20I; DLS/reduced-overs sensitive","Self-selected four-leg parlay","2","Ireland Women team total Under 159.5 runs","70-79","0.74","Ireland prior 121 all out and England bowling strength","Ireland 118-145 most likely","Under 159.5","Ireland 118/9","W","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Cricbuzz scorecard/commentary 2026-06-18; Guardian/Sky cross-check","Cricbuzz/Instagram snippet powerplay 38/3; Cricbuzz final 118/9 and 119/6","Ireland total stayed well under 159.5.","","","","","","","","","","","","","","","",""
"CRIC-20260617-ENGW-IREW","2026-06-17","Cricket","England Women vs Ireland Women","ICC Women's T20 World Cup Group B","ICC","ICC WT20I playing conditions 2026","20-over WT20I; DLS/reduced-overs sensitive","Self-selected four-leg parlay","3","England Women to take Over 4.5 wickets / Ireland lose 5+ wickets","60-69","0.69","Ireland wicket/collapse risk vs England spin/seam","Ireland 5-9 wickets lost","Over 4.5 wickets","Ireland 118/9; 9 wickets lost","W","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Cricbuzz scorecard/commentary 2026-06-18; Guardian/Sky cross-check","Cricbuzz/Instagram snippet powerplay 38/3; Cricbuzz final 118/9 and 119/6","Wicket leg won; Ireland lost three wickets in PP and nine total.","","","","","","","","","","","","","","","",""
"CRIC-20260617-ENGW-IREW","2026-06-17","Cricket","England Women vs Ireland Women","ICC Women's T20 World Cup Group B","ICC","ICC WT20I playing conditions 2026","20-over WT20I; DLS/reduced-overs sensitive","Self-selected four-leg parlay","4","Ireland first 6 overs Under 43.5 runs","60-69","0.61","Ireland PP 32-42 projection; England new-ball pressure","Ireland PP 32-42","Under 43.5","Ireland PP 38/3","W","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Cricbuzz scorecard/commentary 2026-06-18; Guardian/Sky cross-check","Cricbuzz/Instagram snippet powerplay 38/3; Cricbuzz final 118/9 and 119/6","Weakest positive leg won; top-half sweep exemption applies, so no bottom penalty.","","","","","","","","","","","","","","","",""
"WNBA-20260618-NYL-CHI-LIVE","2026-06-18","Basketball","New York Liberty @ Chicago Sky","WNBA regular season / Commissioner's Cup","WNBA","WNBA 2026 regular-season rules; 4x10 quarters; OT included for full-game winner and player/team stat settlement","Research-only live four-outcome card; full-game winner and full-game player/team stat thresholds; no betting odds or lines used","Self-selected live ranked outcomes","1","Chicago Sky 80+ team points","70-79","0.78","Sky 29 points by 2:51 Q1; need 51 more in 32:51; Sky 82.2 PPG season; Liberty allow 81.43; indoor court","Chicago 86-92 points","80+ team points","New York Liberty 96 Chicago Sky 95; Chicago 95; New York 96; Stewart 17","W","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN WNBA API final summary event 401856997, checked 2026-06-18 AEST","Quarter splits CHI 32-13-23-27; NYL 27-20-27-22","Chicago Sky 80+ won; Chicago scored 95.","Live Chicago scoring materially outweighs weak season offense for this threshold","Season PPG/allowed plus live Q1","Context preview, not decisive press signal","FALSE","Diggins/Cardoso burden increases, but current live scoring supports team total","Pending","TRUE","ESPN API live summary 2026-06-18 10:23 AEST","Toni Patillo, Gina Cross, Agon Abazi listed; no referee edge applied","0.78","Season offense is weaker than live pace; threshold kept at 80 not 90","Sky 82.2 PPG season, 2-8 last 10, but live start is 29 in 7:09","Vandersloot/Carrington/Jackson out lowers creation depth, so late-game stall risk remains","Indoor Wintrust court; early paint/transition success is driving live state","Live team total still pace sensitive","Downgrade only if Sky stall below 40 by halftime or turnover rate spikes"
