file,line,date,sport,match,market_group,ranked_picks,result,card_outcome,parsed_wins,parsed_losses,cell_count
PREDICTION_RESULTS_LOG_v2.md,360,2026-06-07,Basketball/Spain Liga Endesa quarterfinal Game 3,Real Madrid vs La Laguna Tenerife,"Full-game handicap, full-game total, Q1 total, and first-half total","1. Combined Total Over 178.5 Points, 2. Combined 1st half Total Over 86.5 Points, 3. Combined 1st quarter Total Over 43.5 Points, 4. Real Madrid -12.5, 5. Tenerife +12.5, 6. Combined 1st quarter Total Under 43.5 Points, 7. Combined 1st half Total Under 86.5 Points, 8. Combined Total Under 178.5 Points; potential winner: Real Madrid (98-84 projected, 182 total)","SETTLED FINAL: La Laguna Tenerife 107, Real Madrid 95. Quarters Real Madrid 24-21-28-22; Tenerife 23-26-21-37. Q1 total 47; halftime Tenerife 49-45, 1H total 94; final total 202; Tenerife by 12.","Listed 4-4, NO penalties: Over 178.5 WON; 1H Over 86.5 WON; Q1 Over 43.5 WON; Real Madrid -12.5 LOST; Tenerife +12.5 WON; Q1 Under 43.5 LOST; 1H Under 86.5 LOST; Under 178.5 LOST. Top pick won; bottom pick lost. Potential winner Real Madrid LOST.",4,4,8
PREDICTION_RESULTS_LOG_v2.md,361,2026-06-07,Basketball/Germany BBL semifinal Game 4,BMA365 Bamberg Baskets vs ALBA Berlin,"Full-game handicap, full-game total, Q1 total, and first-half total","1. Combined Total Under 166.5 Points, 2. Combined 1st half Total Under 82.5 Points, 3. Brose Bamberg -2.0, 4. ALBA Berlin +2.0, 5. Combined 1st quarter Total Under 41.5 Points, 6. Combined 1st quarter Total Over 41.5 Points, 7. Combined 1st half Total Over 82.5 Points, 8. Combined Total Over 166.5 Points; potential winner: Brose Bamberg (82-78 projected, 160 total)","SETTLED FINAL: Bamberg 81, ALBA Berlin 67. Quarters Bamberg 20-16-24-21; ALBA 19-17-18-13. Q1 total 39; halftime 36-36, 1H total 72; final total 148; Bamberg by 14.","Listed 4-4, NO penalties: Under 166.5 WON; 1H Under 82.5 WON; Brose/Bamberg -2.0 WON; ALBA +2.0 LOST; Q1 Under 41.5 WON; Q1 Over 41.5 LOST; 1H Over 82.5 LOST; Over 166.5 LOST. Top pick won; bottom pick lost. Potential winner Bamberg WON.",4,4,8
PREDICTION_RESULTS_LOG_v2.md,362,2026-06-07,Basketball/WNBA Commissioner's Cup,Seattle Storm at Minnesota Lynx,"Full-game handicap, full-game total, Q1 total, and first-half total","1. Combined Total Under 162.5 Points, 2. Combined 1st half Total Under 83.5 Points, 3. Minnesota Lynx -13.5, 4. Combined 1st quarter Total Under 41.5 Points, 5. Seattle Storm +13.5, 6. Combined 1st quarter Total Over 41.5 Points, 7. Combined 1st half Total Over 83.5 Points, 8. Combined Total Over 162.5 Points; potential winner: Minnesota Lynx (89-72 projected, 161 total)","SETTLED FINAL: Minnesota Lynx 88, Seattle Storm 68. Q1 Seattle 24, Minnesota 16, Q1 total 40. Reconstructed line score from CBS/WNBA data: Seattle 24-16-13-15, Minnesota 16-29-26-17; halftime Minnesota 45-40, 1H total 85; final total 156; Minnesota by 20.","Listed 4-4, NO penalties: Under 162.5 WON; 1H Under 83.5 LOST; Lynx -13.5 WON; Q1 Under 41.5 WON; Storm +13.5 LOST; Q1 Over 41.5 LOST; 1H Over 83.5 WON; Over 162.5 LOST. Top pick won; bottom pick lost. Potential winner Minnesota WON.",4,4,8
PREDICTION_RESULTS_LOG_v2.md,363,2026-06-07,Basketball/New Zealand NBL,Southland Sharks vs Franklin Bulls,"Full-game handicap, full-game total, Q1 total, and first-half total","1. Sharks -8.5, 2. Combined 1st half Total Over 94.5 Points, 3. Combined 1st quarter Total Over 47.5 Points, 4. Combined Total Over 190.5 Points, 5. Combined Total Under 190.5 Points, 6. Combined 1st quarter Total Under 47.5 Points, 7. Combined 1st half Total Under 94.5 Points, 8. Bulls +8.5; potential winner: Southland Sharks (104-91 projected, 195 total)","SETTLED FINAL 2026-06-07 (NZNBL official recap): SBS Southland Sharks 86 def Franklin Bulls 75 (Sharks by 11; total 161; Sharks' 8th straight win, described as a ""defensive battle""). NOTE: a stale April-16 H2H recap (Sharks 94-86) repeatedly surfaced in search and was correctly REJECTED; the genuine 7 Jun final is 86-75. Exact Q1/halftime split not separately exposed but a 161-point defensive game cannot reach a 94.5 half or 47.5 Q1, so phase overs graded LOST by inference.","Listed 8, record 4-4, NO penalty (top won, bottom lost): Sharks -8.5 (TOP #1) WON (by 11); 1H Over 94.5 (#2) LOST; Q1 Over 47.5 (#3) LOST; Total Over 190.5 (#4) LOST (161); Total Under 190.5 (#5) WON; Q1 Under 47.5 (#6) WON; 1H Under 94.5 (#7) WON; Bulls +8.5 (BOTTOM #8) LOST. Potential winner Sharks WON. LESSON: side/winner read correct, but BADLY over-projected scoring (projected 195, actual 161) and stacked THREE overs (1H Over #2, Q1 Over #3, Total Over #4) in the top half - all lost. The April H2H (180, under) was a truer signal than the recent home blowouts (104/106); a defensive-battle final means the slower direct-H2H data should have outweighed pace-inflated recent home games. Repeat the chase-cap discipline here: when one credible data point (H2H 180) sits well below recent form, do NOT bury the under.",4,4,8
PREDICTION_RESULTS_LOG_v2.md,364,2026-06-07,AFL Round 13,Sydney Swans vs St Kilda,Full-game total and match handicap,"PREGAME: 1. Swans -9.5, 2. Under 234.5, 3. Over 234.5, 4. St Kilda +9.5. LIVE RE-RANK (halftime, St Kilda 71-63, combined 134): 1. Combined Total Over 234.5, 2. St Kilda +9.5, 3. Swans -9.5, 4. Combined Total Under 234.5; potential winner: Sydney Swans (narrow, ~125-120; St Kilda genuinely live to win outright); FINAL POTENTIAL-WINNER (Q4 update) = St Kilda","SETTLED FINAL: St Kilda 15.11 (101) def Sydney 14.13 (97) by 4. Quarters Sydney 21-63-81-97, St Kilda 38-71-87-101; per-qtr combined 59-75-34-30; combined total 198. St Kilda led wire-to-wire.","PREGAME card graded 2-4 (top- AND bottom-pick penalties): Swans -9.5 (pregame TOP) LOST; Under 234.5 WON; Over 234.5 LOST; St Kilda +9.5 (pregame bottom) WON. LIVE RE-RANK graded 2-2, NO penalties: St Kilda +9.5 (live top) WON; Under 234.5 WON; Over 234.5 LOST; Swans -9.5 (live bottom) LOST. Q4 potential-winner (St Kilda) correct; pregame potential-winner (Sydney) wrong.",2,4,8
PREDICTION_RESULTS_LOG_v2.md,365,2026-06-07,Baseball/KBO,Hanwha Eagles @ Lotte Giants,Both run-line cushions and full-game total,"1. Eagles +1.5, 2. Giants +1.5, 3. Combined Total Over 10.5, 4. Combined Total Under 10.5; potential winner: Hanwha Eagles (~7-4 projected, ~11 total)","SETTLED FINAL (2026-06-07 sweep): Hanwha Eagles 7, Lotte Giants 2. Combined total 9 runs. Hanwha won by 5.","Listed 2-2, bottom-pick penalty (CAPPED/half-weight per complementary-pair flag): Eagles +1.5 (TOP) WON; Giants +1.5 LOST; Over 10.5 LOST; Under 10.5 (bottom) WON. Top pick won; bottom pick won -> penalty applied but no serious introspection (pre-flagged near-coinflip total). Potential winner Hanwha WON.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,366,2026-06-07,AFL Round 13,Essendon vs Carlton,Full-game total and match handicap,"1. Carlton +32.5, 2. Combined Total Under 169.5, 3. Combined Total Over 169.5, 4. Essendon -32.5; potential winner: Carlton (~94-64 projected, ~158 total, ~30 margin)","SETTLED FINAL (2026-06-07 sweep): Carlton def Essendon at the MCG; match-centre line score Carlton 7.12 (54) to Essendon 7.4 (46), Carlton by 8 (a low-scoring, weather-affected game; combined total ~100, well under). Carlton trailed early (Essendon led most of the way) and pulled clear in Q4.","Listed 2-2, NO penalties: Carlton +32.5 (TOP) WON (Carlton won outright); Under 169.5 WON (total ~100); Over 169.5 LOST; Essendon -32.5 (bottom) LOST. Top pick won; bottom pick lost. Potential winner Carlton WON. Side+total grade identically even if an alternate source shows 90-56.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,367,2026-06-07,Basketball/PBA Season 50 Commissioner's Cup FINALS Game 3,Barangay Ginebra San Miguel (Miguel) vs TNT Tropang Giga (Giga),"Full-game handicap, full-game total, Q1 total, and first-half total","1. Combined Total Over 192.5 Points, 2. Giga (TNT) +1.5, 3. Combined 1st quarter Total Over 45.5 Points, 4. Combined 1st half Total Under 92.5 Points, 5. Combined 1st half Total Over 92.5 Points, 6. Combined 1st quarter Total Under 45.5 Points, 7. Miguel (Ginebra) -1.5, 8. Combined Total Under 192.5 Points; potential winner: TNT Tropang Giga (slight lean, ~3-5 pt margin)","SETTLED FINAL 2026-06-07 (deep research): Ginebra 116-102 TNT (Ginebra leads series 2-1). Ginebra 35-16 after Q1 (Q1 total 51); led 90-76 entering Q4; Q4 total 52; full total 218. Brownlee 41/7/7, Holt 23, Thompson 17/11/11 triple-double; McCullough 44/13, Pogoy 28. Halftime total cleared 92.5 (Q1 alone 51, blistering Ginebra pace). [Consolidated with a duplicate parallel-session Game 3 card that was removed.]","Listed 8, record 4-4, NO penalty (top won, bottom lost): Over 192.5 (TOP #1) WON (218); Giga/TNT +1.5 (#2) LOST (lost by 14); Q1 Over 45.5 (#3) WON (51); 1H Under 92.5 (#4) LOST; 1H Over 92.5 (#5) WON; Q1 Under 45.5 (#6) LOST; Miguel/Ginebra -1.5 (#7) WON; Under 192.5 (BOTTOM #8) LOST. Potential winner TNT LOST (the removed duplicate row had Ginebra as winner -> that read was correct). LESSON: Over 192.5 #1 nailed (the finals-scoring-floor read held - 218 cleared easily). The side read was the miss: ranked TNT +1.5 over Ginebra -1.5 on a ""G2 momentum/cushion"" logic, but Ginebra blew it open early (35-16 Q1) and won by 14 - Brownlee's superstar ceiling + home crowd outweighed the one-game G2 momentum. Repeat: in a tied finals, weight the proven superstar (Brownlee) over recent-game momentum when picking the side.",4,4,8
PREDICTION_RESULTS_LOG_v2.md,368,2026-06-07,Cricket/EUT20 Belgium,JB Bruges vs Ghent Gladiators,Ghent 2nd-innings total (254.5) and powerplay total (47.5),"1. Ghent 2nd inns Under 254.5, 2. Ghent first-6-overs Over 47.5, 3. Ghent first-6-overs Under 47.5, 4. Ghent 2nd inns Over 254.5; potential winner: Ghent Gladiators (slight lean, chasing 167)",SETTLED (totals) 2026-06-07: TIE - both 166/6 in 20 ov; JB Bruges won the Super Over. Ghent 2nd-innings total = 166.,"Totals graded: Under 254.5 (TOP, #1) WON; Over 254.5 (BOTTOM, #4) LOST - top won, bottom lost, NO penalty, ideal calibration. Powerplay O/U 47.5 (#2/#3) UNGRADED - Ghent's over-by-over not exposed in accessible sources. Chase-cap rule fully validated.",,,8
PREDICTION_RESULTS_LOG_v2.md,369,2026-06-07,Soccer/Int'l Friendly,Liechtenstein vs Cyprus,"1H total goals (0.5), full total goals (2.5), total corners (9.5)","CHAT RANK: 1. Total Corners Under 9.5, 2. Total Goals Under 2.5, 3. 1H Goals Over 0.5, 4. Total Goals Over 2.5, 5. 1H Goals Under 0.5, 6. Total Corners Over 9.5; potential winner: Cyprus","SETTLED FINAL (2026-06-08 sweep correction): Cyprus defeated Liechtenstein 2-0 at Rheinpark Stadion. HT Cyprus 1-0; Marinos Tzionis scored 28', Konstantinos Sotiriou scored 71'. Corner total cleared 9.5: sources conflict on Cyprus corners 9 vs 10, but both published stat lines give Liechtenstein 1 corner and total corners of either 10 or 11, so the over/under 9.5 settlement is unaffected.","Listed 3-3, ADJUSTED 3-5 with top- and bottom-pick penalties: Corner Under 9.5 (TOP #1) LOST; Total Goals Under 2.5 WON; 1H Goals Over 0.5 WON; Total Goals Over 2.5 LOST; 1H Goals Under 0.5 LOST; Corner Over 9.5 (BOTTOM #6) WON. Potential winner Cyprus WON.",3,3,8
PREDICTION_RESULTS_LOG_v2.md,370,2026-06-07,Cricket/EUT20 Belgium,Antwerp Anchors vs Akcel United Brussels,Anchors 1st-innings total (165.5) and powerplay total (46.5),"1. Anchors 1st inns Under 165.5, 2. Anchors first-6-overs Over 46.5, 3. Anchors first-6-overs Under 46.5, 4. Anchors 1st inns Over 165.5; potential winner: Akcel United Brussels","SETTLED FINAL (2026-06-08 sweep): Antwerp Anchors 174/9 in 20 overs; Akcel United Brussels 178/6 in 19 overs; Akcel won by 4 wickets. Antwerp elected to bat. First-six-over market is settled by monotonic proof: Antwerp were already 53/1 at 4.5 overs, so their first-six total necessarily exceeded 46.5.","Listed 2-2, ADJUSTED 2-4 with top- and bottom-pick penalties: Anchors 1st inns Under 165.5 (TOP #1) LOST at 174; Anchors first-6 Over 46.5 WON; Anchors first-6 Under 46.5 LOST; Anchors 1st inns Over 165.5 (BOTTOM #4) WON. Potential winner Akcel United Brussels WON.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,371,2026-06-07,Soccer/Int'l Friendly,Denmark vs Ukraine,"1H total goals (0.5), full total goals (2.5), total corners (9.5)","1. 1H Goals Over 0.5, 2. Total Goals Under 2.5, 3. Total Corners Over 9.5, 4. Total Corners Under 9.5, 5. Total Goals Over 2.5, 6. 1H Goals Under 0.5; potential winner: Denmark (narrow, home; draw very live)","CLOSED ABANDONED/PARTIAL (2026-06-08 sweep): Denmark led Ukraine 2-1 after a completed first half (Dorgu 13', Maehle 36', Tsygankov 44'). Reliable reports list the match as abandoned after Christian Eriksen collapsed in the second half; Sky's match centre labels it Abandoned: Other and shows corners Denmark 1, Ukraine 2 at the stoppage.",Research grading: completed/determined goal legs only. 1H Goals Over 0.5 (TOP #1) WON; 1H Goals Under 0.5 (BOTTOM #6) LOST; Total Goals Over 2.5 (#5) was mathematically determined WON once the third first-half goal was scored; Total Goals Under 2.5 (#2) LOST. Corner Over/Under 9.5 and potential-winner grading left VOID/UNGRADED because the match did not complete a normal 90-minute corner/result state. No top/bottom penalty.,,,8
PREDICTION_RESULTS_LOG_v2.md,372,2026-06-08,Cricket/EUT20 Belgium,"JB Bruges vs Liege Red Lions @ Stars Arena Hofstade, Zemst",JB Bruges 1st-innings first-10-overs total (104.5) and first-6-overs/powerplay total (58.5),"1. Bruges first 10 overs Under 104.5, 2. Bruges first 6 overs Under 58.5, 3. Bruges first 6 overs Over 58.5, 4. Bruges first 10 overs Over 104.5; potential winner: JB Bruges (slight; venue experience vs an unproven Liege side)",SETTLED FINAL (2026-06-09 source audit): JB Bruges 121/5 in 10 overs defeated Liege Red Lions 85/7 in 10 overs by 36 runs. CricTracker full-scorecard search result confirms 121/5 (10) and 85/7 (10); earlier live note had Bruges 74/2 after six overs.,"Listed 2-2, ADJUSTED 2-4 with top- and bottom-pick penalties: first-10 Under 104.5 (#1 TOP) LOST (121); first-6 Under 58.5 (#2) LOST (74 after six); first-6 Over 58.5 (#3) WON; first-10 Over 104.5 (#4 BOTTOM) WON. Potential winner JB Bruges WON.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,373,2026-06-08,"AFL Round 13 (King's Birthday, Big Freeze)",Collingwood vs Melbourne @ MCG,Combined total 179.5 and match handicap 1.5,"1. Combined Total Under 179.5, 2. Melbourne +1.5, 3. Collingwood -1.5, 4. Combined Total Over 179.5; potential winner: Collingwood narrowly (low-scoring, ~1-15 pt margin, ~70-65 band)","SETTLED FINAL (2026-06-08): Melbourne 12.11 (83) def Collingwood 11.9 (75) by 8; combined 158. Cumulative qtrs (Coll/Mel): Q1 26/22, Q2 39/37, Q3 60/55, Q4 75/83 - Melbourne kicked away in Q4 (28 to 15). Pickett 28 disp/3g, Fritsch 3g; Daicos 35 disp/2g.","GRADED, listed 2-2, NO penalty (top won, bottom lost = ideal calibration): Under 179.5 (FINAL/pregame TOP #1) WON (158); Melbourne +1.5 (#2) WON (Melb won outright, also covered the +6.5 asked later); Collingwood -1.5 (#3) LOST (lost by 8); Over 179.5 (BOTTOM #4) WON->LOST i.e. LOST (158). Potential winner Collingwood LOST (Melbourne won by 8). RETRO: The PREGAME Under #1 was CORRECT and the final 158 was comfortably under all three lines (179.5/182.5/189.5) - vindicating the defensive/Big-Freeze read. KEY PROCESS LESSONS: (1) WEATHER ERROR: I initially applied a morning-rain/thunderstorm downgrade; user flagged it was dry and WillyWeather confirmed - verify live ground conditions at request time, not the morning forecast. The dry correction was right yet the Under still won, so the structural defensive read mattered more than weather anyway. (2) LIVE OVERREACTION: after the 48-point Q1 I flipped the total to Over #1 - that would have been WRONG. The halftime regression re-rank (back to Under #1 once Q2 clamped to ~28) corrected it. LESSON: when the model projection (178) sits ON the line, do NOT swing hard to Over off a single hot quarter; Q1 is typically the highest-scoring quarter and regression is the base case. The pregame Under should have been held with steadier confidence through the Q1 spike. (3) SIDE/WINNER MISS: picked Collingwood (home, 5 straight H2H, close-game pedigree) but Melbourne won by 8; the late Melbourne +6.5 read (cover, ~65%) was correct. Do not over-trust a home favourite's H2H streak in a coin-flip game.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,374,2026-06-08,MLB,San Francisco Giants (Trevor McDonald) @ Chicago Cubs (Jameson Taillon),Both +1.5 run cushions and full-game total 8.0,"1. Cubs +1.5, 2. Giants +1.5, 3. Combined Final Total Over 8.0 runs, 4. Combined Final Total Under 8.0 runs; potential winner: Chicago Cubs narrowly (5-4 / 5-3 band)","SETTLED FINAL (2026-06-08, ESPN gameId 401815668): San Francisco Giants 2, Chicago Cubs 1 in 10 innings. Total 3 runs. SF 1-0-0-0-0-0-0-0-0-1 (2R 4H 1E); CHC 0-0-1-0-0-0-0-0-0-0 (1R 7H 0E). Chapman walk-off-style RBI single drove in automatic runner Jonah Cox in the 10th; Taillon left in the 2nd (hamstring) and the Cubs bullpen (Assad) held SF scoreless for 5.","GRADED, listed 3-1, bottom-pick penalty CAPPED/half-weight (pre-flagged complementary-pair): Cubs +1.5 (TOP #1) WON (Cubs lost by 1); Giants +1.5 (#2) WON (Giants won outright); Over 8.0 (#3) LOST (only 3 runs); Under 8.0 (BOTTOM #4) WON (3 <= 7). Top pick won; bottom pick won -> penalty applies but NO serious introspection because the Over/Under 8.0 pair was pre-flagged a capped near-coinflip. Potential winner Chicago Cubs LOST (Giants won 2-1 in extras). RETRO/LESSON: Both run cushions (my #1/#2) were correct and safe in a one-run game - validates ranking both +1.5 sides above the total in a two-weak-starter MLB game. The total MISS was the right structural axis but wrong direction: I leaned Over on poor ERAs, but a low-scoring 3-run pitchers'/bullpen duel emerged, partly because Taillon's early exit produced a long EFFECTIVE relief outing (Assad 5 IP 0 ER) rather than the expected bullpen blow-up. LESSON: an early starter injury does not automatically inflate the total - a fresh long reliever can suppress it; do not assume ""bullpen game = over."" The LIVE UPDATE #2 re-rank (Under to #1 at B6) correctly captured this. Potential-winner miss: do not over-trust the home/season-quality favorite to WIN outright when the opponent's bats are hot and the projected margin is ~1 run; a +1.5/coin-flip game can go either way.",3,1,8
PREDICTION_RESULTS_LOG_v2.md,375,2026-06-09,Cricket (ODI),"Netherlands vs USA - ICC CWC League 2, Match 111 @ Maple Leaf North-West Ground, King City, Canada (June 8 local)",NED 1st-innings total 251.5 and first-5-overs 23.5,"1. NED 1st-inns Under 251.5, 2. NED first-5-overs Under 23.5, 3. NED first-5-overs Over 23.5, 4. NED 1st-inns Over 251.5; potential winner: USA narrowly",CORRECTED SETTLEMENT (2026-06-09 source audit): Netherlands 196/8 in 50 overs; USA 175 all out in 47.5 overs; Netherlands won by 21. USA won toss and fielded. Max O'Dowd was Player of the Match with 59 off 111. Controlling opened source: NDTV final score/graphs page; cross-check: CricTracker full-scorecard search result. Previous 158/8 rain-reduced/USA-likely-won note was stale/incorrect.,"PARTIAL GRADE: settled innings-total legs 1-1: NED Under 251.5 (#1) WON (196); NED Over 251.5 (#4 bottom) LOST. First-5 Under/Over 23.5 pair remains UNGRADED because no opened source gave exact first-five score; do not infer it from final, wicket timing, or rough scoring pace. Potential winner USA LOST because Netherlands won by 21. No top/bottom penalty on the settled innings-total pair.",1,1,8
PREDICTION_RESULTS_LOG_v2.md,376,2026-06-09,"Soccer (Intl friendly, pre-WC)","Netherlands vs Uzbekistan @ Icahn Stadium, New York (neutral; June 8 18:45 UTC dress-rehearsal friendly)","1H goals 0.5, total goals 2.5, total corners 9.5","1. 1H Over 0.5, 2. Corners Over 9.5, 3. Total Under 2.5, 4. Total Over 2.5, 5. Corners Under 9.5, 6. 1H Under 0.5; potential winner: Netherlands (comfortable, ~2-0/2-1/3-0)","SETTLED FINAL (2026-06-09): Netherlands 2-1 Uzbekistan. HT 1-0 (Gakpo pen 32'). Goals: Gakpo 32' pen + 90+8' pen, Til 87'; Sergeev (UZB) 90+2'. Total 3 goals. CORNERS: 3 each = 6 total. NED 65% poss, 4 SoT.","GRADED 3-3, NO penalty (top #1 won, bottom #6 lost = good calibration): 1H Over 0.5 (#1) WON (HT 1-0); Corners Over 9.5 (#2) LOST (only 6); Total Under 2.5 (#3) LOST (3 goals); Total Over 2.5 (#4) WON; Corners Under 9.5 (#5) WON (6); 1H Under 0.5 (#6) LOST. Potential winner Netherlands WON (2-1). RETRO: extremes nailed (1H Over #1 won, 1H Under #6 lost, winner right), but BOTH middle pairs ranked on the WRONG side - Corners Over #2 should have been Under (only 6 corners), and the total went Over not Under (late surge: 1-0 until 87' then 2 late goals + UZB consolation). KEY ERROR = corners overrated (see corner lesson in sports doc).",3,3,8
PREDICTION_RESULTS_LOG_v2.md,377,2026-06-09,"Soccer (Intl friendly, pre-WC)","France vs Northern Ireland @ Stade Pierre-Mauroy, Lille (FRANCE HOME; June 8 friendly)","1H goals 0.5, total goals 2.5, total corners 9.5","1. 1H Over 0.5, 2. Total Over 2.5, 3. Corners Over 9.5, 4. Corners Under 9.5, 5. Total Under 2.5, 6. 1H Under 0.5; potential winner: France (comfortable, ~2-0/3-0/3-1)","SETTLED FINAL (2026-06-09): France 3-1 Northern Ireland. HT 1-0 (Olise 43'). Goals: Olise 43', 49', 74' (hat-trick); Kelly (NI) 64'. Total 4 goals. CORNERS: France 5, NI 1 = 6 total. France 72.5% poss, 27 shots/5 SoT. Mbappe did not score (one disallowed offside).","GRADED 3-3, NO penalty (top #1 won, bottom #6 lost = good calibration): 1H Over 0.5 (#1) WON (HT 1-0); Total Over 2.5 (#2) WON (4 goals); Corners Over 9.5 (#3) LOST (only 6); Corners Under 9.5 (#4) WON (6); Total Under 2.5 (#5) LOST; 1H Under 0.5 (#6) LOST. Potential winner France WON (3-1). RETRO: strong card - extremes + winner + TOTAL all correct (Total Over #2 won, validating the home/lethal flip vs the NED under-lean). ONLY miss = Corners Over #3 (only 6 corners; should have been Under). Same corner-overrating error as the NED game.",3,3,8
PREDICTION_RESULTS_LOG_v2.md,378,2026-06-09,Basketball/WNBA (Commissioner's Cup),"Seattle Storm @ Las Vegas Aces @ Michelob ULTRA Arena (Aces HOME, indoor)","Match handicap 15.5, full total 166.5, Q1 41.5, 1H 82.5","1. Aces +15.5, 2. Under 166.5, 3. 1H Under 82.5, 4. Q1 Under 41.5, 5. Q1 Over 41.5, 6. 1H Over 82.5, 7. Over 166.5, 8. Storm -15.5; potential winner: Las Vegas Aces (comfortable, ~12-20)","SETTLED FINAL (2026-06-09, Wash Post + ESPN box): Las Vegas Aces 101, Seattle Storm 91 (combined 192). A'ja Wilson 34/12/9 (fastest to 6000 pts), Young 29. Line score: Q1 Storm 25-23 Aces (48); Q2 18-27; HT 93; Q3 16-22; Q4 32-29. Aces won by 10 (NOT a blowout). EARLIER ""89-77"" search figure was WRONG/stale.","GRADED 4-4, extremes correct (top #1 won, bottom #8 lost) so NO formal top/bottom penalty, BUT a DIRECTIONAL TOTALS FAILURE requiring serious retro: Aces +15.5 (#1) WON (by 10); Under 166.5 (#2) LOST (192); 1H Under 82.5 (#3) LOST (93); Q1 Under 41.5 (#4) LOST (48); Q1 Over 41.5 (#5) WON; 1H Over 82.5 (#6) WON; Over 166.5 (#7) WON; Storm -15.5 (#8) LOST. Potential winner Aces WON. RETRO: I stacked ALL THREE unders above ALL THREE overs on ""Storm worst offense + blowout garbage-time"" logic - ALL THREE overs won. Storm scored 91 (vs 75 season avg), it was a 10-pt non-blowout (starters played, no garbage time), and the Aces' elite UPTEMPO offense (101, Wilson 34, Young 29) drove a track meet. I violated my own WNBA rule (""do not default to unders; anchor to the combined environment""). New rule recorded in sports doc.",4,4,8
PREDICTION_RESULTS_LOG_v2.md,379,2026-06-09,Cricket (ODI),"Australia vs Bangladesh - 1st ODI @ Sher-e-Bangla NS, Mirpur, Dhaka (Bangladesh bat 1st; AUS won toss, chose to bowl; 11:00 local)",BAN 1st-innings total 251.5 and first-5-overs 23.5,"1. BAN Under 251.5, 2. BAN first-5 Under 23.5, 3. BAN first-5 Over 23.5, 4. BAN Over 251.5; potential winner: Bangladesh (narrow, home conditions)","SETTLED FINAL / DLS: Bangladesh 284/8 in 50 overs; Australia 191/9 after 42.2 overs. NDTV's final scorecard lists Match Ended and Bangladesh beat Australia by 86 runs (DLS method), with Mosaddek Hossain Player of the Match for 86 (70) and 2/37. Cricket Australia's series page had still lagged as Live/Rain at the last cross-check, so the row records the source-lag conflict but is now closed from the final scorecard. Cricbuzz/NDTV notes show Bangladesh powerplay 62 in first 10 and earlier first-five had already cleared 23.5, so the first-5 pair is settled.","Listed 2-2, ADJUSTED 2-4 with top- and bottom-pick penalties: BAN Under 251.5 (TOP #1) LOST; first-5 Under 23.5 (#2) LOST; first-5 Over 23.5 (#3) WON; BAN Over 251.5 (BOTTOM #4) WON. Potential winner Bangladesh WON by DLS. Mandatory comprehensive review triggered because original top two picks lost on a four-option card and the bottom pick won.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,380,2026-06-09,Cricket/EUT20 Belgium,"Liege Red Lions vs Akcel United Brussels @ Stars Arena Hofstade, Zemst",Liege 1st-innings total 166.5 and first-6-overs total 42.5,"1. Liege first 6 overs Over 42.5, 2. Liege 1st innings Under 166.5, 3. Liege 1st innings Over 166.5, 4. Liege first 6 overs Under 42.5; potential winner: Akcel United Brussels","SETTLED ABANDONED/PARTIAL: CricketWorld lists the match as Cancelled/abandoned due to rain with Liege 82/6 after 11.1 overs. CREX commentary confirms the completed powerplay: Liege were 27/3 after 6 overs, then rain/wet-outfield/run-up issues stopped play.","PHASE-ONLY GRADE: first-six pair is 1-1, ADJUSTED 1-3 with top- and bottom-pick penalties: first-6 Over 42.5 (#1 TOP) LOST at 27/3; first-6 Under 42.5 (#4 BOTTOM) WON. Liege innings Over/Under 166.5 and potential winner are VOID/UNGRADED because the innings/match did not complete normally.",1,1,8
PREDICTION_RESULTS_LOG_v2.md,381,2026-06-09,Soccer/International Friendly,"Philippines vs Myanmar @ Rizal Memorial Football Stadium, Manila","1H goals 0.5, total goals 2.5, total corners 9.5","1. 1H Goals Over 0.5, 2. Corners Under 9.5, 3. Total Goals Over 2.5, 4. Total Goals Under 2.5, 5. Corners Over 9.5, 6. 1H Goals Under 0.5; potential winner: Philippines","SETTLED PARTIAL: Footlive lists Philippines 5, Myanmar 1, finished; first half 1-0 and second half 4-1. No opened reliable source gave exact corner count, so the corner pair is ungraded.","Settled goal/winner legs: 3-1, NO penalty. 1H Over 0.5 (#1 TOP) WON; Total Over 2.5 (#3) WON; Total Under 2.5 (#4) LOST; 1H Under 0.5 (#6 BOTTOM) LOST. Corners Under 9.5 (#2) and Corners Over 9.5 (#5) UNGRADED. Potential winner Philippines WON.",3,1,8
